FB1	FB2	L1	L2
AT1G06630.1.Hnull	629	283	662	273
AT1G06640.1.Hnull	1880	752	1821	740
AT1G06645.1.Hnull	1131	386	1267	339
AT1G06650.2	978	1038	4035	4247
AT1G06660.1	501	387	10	6
AT1G06670.1.Hnull	1810	1536	2638	1602
AT1G06680.1.Hnull	151794	217924	92391	233472
AT1G06690.1.Hnull	3354	4565	4302	4644
AT1G06700.1.Hnull	2115	1504	1785	1410
AT1G06710.1.Hnull	172	159	258	180
AT1G06720.1	1442	1735	488	1188
AT1G06730.1	525	623	418	409
AT1G06740.1.Hnull	209	89	315	90
AT1G06750.2	163	155	3	5
AT1G06760.1	9100	8541	3064	4794
AT1G06770.1	673	514	374	399
AT1G06780.2.Hnull	486	265	612	244
AT1G06790.1.Hnull	137	216	246	220
AT1G06800.1.Hnull	460	338	361	476
AT1G06810.1.Hnull	1	7	0	8
AT1G06820.1.Hnull	1752	1487	1564	1657
AT1G06830.1.Hnull	200	276	476	351
AT1G06840.1.Hnull	581	335	885	390
AT1G06850.1.Hnull	319	183	103	213
AT1G06860.1.Hnull	0	0	0	0
AT1G06870.1	903	795	505	497
AT1G06880.1.Hnull	0	0	0	0
AT1G06890.1.Hnull	1448	920	1788	1013
AT1G06900.1	1120	1840	1067	1168
AT1G06910.1.Hnull	317	153	297	141
AT1G06920.1	75	46	0	1
AT1G06923.1	3	1	0	0
AT1G06925.1.Hnull	0	7	0	6
AT1G06930.1.Hnull	0	0	0	0
AT1G06950.1.Hnull	2410	8783	3831	10163
AT1G06960.1.Hnull	406	434	282	449
AT1G06970.1	60	187	0	2
AT1G06980.1.Hnull	75	89	39	116
AT1G06990.1.Hnull	1	0	0	0
AT1G07000.1.Hnull	1206	550	1373	508
AT1G07010.3.Hnull	6322	1384	4693	1368
AT1G07020.1.Hnull	208	233	158	224
AT1G07025.1.Hnull	0	0	0	0
AT1G07030.1	492	797	483	660
AT1G07040.1.Hnull	1039	457	2181	522
AT1G07050.1.Hnull	20	1564	33	2487
AT1G07051.1	0	0	0	0
AT1G07060.1	24	9	1	2
AT1G07070.1.Hnull	167	606	170	601
AT1G07080.1	1994	2497	4412	4367
AT1G07090.1.Hnull	813	84	1500	85
AT1G07100.1.Hnull	0	0	0	0
AT1G07110.1.Hnull	8870	6021	7929	6745
AT1G07119.1.Hnull	18	11	55	8
AT1G07120.1.Hnull	19	13	25	7
AT1G07128.1.Hnull	5	2	12	4
AT1G07130.1.Hnull	20	19	39	24
AT1G07135.1.Hnull	143	5365	179	4991
AT1G07140.1.Hnull	2711	5040	3223	5973
AT1G07150.1.Hnull	68	125	79	149
AT1G07160.1.Hnull	3	52	2	50
AT1G07170.1.Hnull	264	213	345	244
AT1G07175.1.Hnull	0	18	0	9
AT1G07180.1.Hnull	10071	3377	5010	2764
AT1G07190.1	0	0	0	0
AT1G07200.2.Hnull	1463	476	2507	469
AT1G07210.1.Hnull	629	677	734	648
AT1G07220.1.Hnull	571	284	703	314
AT1G07230.1.Hnull	1988	701	2938	739
AT1G07240.1.Hnull	1107	1066	1695	1132
AT1G07250.1.Hnull	2555	2189	2708	2483
AT1G07260.1.Hnull	61	26	71	48
AT1G07270.1.Hnull	8	38	3	47
AT1G07280.1.Hnull	8735	5621	12585	5710
AT1G07290.1.Hnull	60	26	66	28
AT1G07300.1.Hnull	144	96	255	102
AT1G07310.1.Hnull	1166	1191	1640	1541
AT1G07320.1.Hnull	5301	18476	4033	23820
AT1G07330.1	542	371	5	1
AT1G07340.1.Hnull	2	1	1	1
AT1G07350.1	746	1995	854	2592
AT1G07360.1.Hnull	1296	1521	1699	1861
AT1G07370.1.Hnull	47	462	9	497
AT1G07380.1.Hnull	519	171	867	201
AT1G07390.3.Hnull	445	65	480	57
AT1G07400.1.Hnull	27	21	134	27
AT1G07410.1	542	333	46	15
AT1G07420.1.Hnull	792	1088	1460	1062
AT1G07430.1.Hnull	454	179	1121	200
AT1G07440.1.Hnull	3478	2207	4184	1985
AT1G07450.1.Hnull	169	292	105	283
AT1G07460.1.Hnull	0	0	0	0
AT1G07470.1.Hnull	732	404	692	401
AT1G07473.1	163	74	1	14
AT1G07476.1.Hnull	0	2	0	0
AT1G07480.1.Hnull	839	478	661	485
AT1G07485.1	26	10	17	0
AT1G07490.1.Hnull	54	16	3	10
AT1G07500.1.Hnull	44	3	32	3
AT1G07510.1	1355	2654	1663	2045
AT1G07520.1.Hnull	329	222	435	233
AT1G07530.1.Hnull	1910	888	2837	863
AT1G07540.1.Hnull	2	6	0	9
AT1G07550.1	0	0	0	0
AT1G07560.1	0	0	3	0
AT1G07570.3.Hnull	836	193	607	206
AT1G07580.1.Hnull	0	0	0	0
AT1G07590.1	4704	4063	15745	19696
AT1G07600.1.Hnull	26	340	16	422
AT1G07610.1	31	24	102	90
AT1G07615.1.Hnull	135	267	170	241
AT1G07620.1.Hnull	1208	11	1679	13
AT1G07630.1	675	925	1398	2470
AT1G07640.3.Hnull	1070	484	1529	595
AT1G07645.1.Hnull	1	5	0	4
AT1G07650.2.Hnull	4247	1560	4784	1706
AT1G07660.1.Hnull	738	569	632	620
AT1G07670.1.Hnull	1924	1081	2966	1229
AT1G07680.1	1	0	0	0
AT1G07690.1.Hnull	0	0	0	0
AT1G07700.3.Hnull	4010	1399	3244	1228
AT1G07702.1.Hnull	0	2	0	4
AT1G07705.2.Hnull	879	734	1232	666
AT1G07710.1.Hnull	18	19	31	12
AT1G07720.1.Hnull	4478	880	3560	869
AT1G07725.1.Hnull	33	12	36	11
AT1G07728.1.Hnull	51	5	51	8
AT1G07730.2	0	2	0	0
AT1G07740.1.Hnull	89	91	105	90
AT1G07745.1.Hnull	238	157	185	175
AT1G07747.1	1	0	0	0
AT1G07750.1.DE	5296	4646	1607	2011
AT1G07760.1.Hnull	0	0	0	0
AT1G07770.1.Hnull	2915	5078	1833	4527
AT1G07780.3.Hnull	111	171	192	223
AT1G07790.1.Hnull	524	754	522	877
AT1G07795.1.Hnull	0	0	1	0
AT1G07800.1	1	0	0	0
AT1G07810.1.Hnull	1561	943	2325	986
AT1G07820.1.Hnull	933	1356	896	1892
AT1G07830.1	1402	845	214	305
AT1G07840.2	746	673	488	735
AT1G07850.1.Hnull	1	2	0	1
AT1G07860.1.Hnull	0	0	1	0
AT1G07870.2	668	561	403	502
AT1G07880.2.Hnull	44	58	32	63
AT1G07885.1	9	3	0	2
AT1G07890.3.Hnull	16308	11842	21247	10644
AT1G07900.1.Hnull	60	23	229	13
AT1G07901.1.Hnull	27	54	52	55
AT1G07910.1.Hnull	654	769	1233	758
AT1G07920.1.Hnull	5337	7527	6909	8551
AT1G07930.1.Hnull	6143	10619	9332	12423
AT1G07940.1.Hnull	4566	7207	6118	7253
AT1G07950.1.Hnull	387	288	406	272
AT1G07960.2.Hnull	664	346	620	396
AT1G07970.1	696	1032	371	424
AT1G07980.1.Hnull	432	294	510	344
AT1G07985.1.Hnull	2	8	0	6
AT1G07990.1.Hnull	2685	1393	4219	1644
AT1G08000.1.Hnull	287	277	241	308
AT1G08005.1	5	11	3	0
AT1G08010.1.Hnull	389	391	419	492
AT1G08030.1.Hnull	791	376	872	418
AT1G08032.1	0	0	0	0
AT1G08035.1.Hnull	3	4	5	3
AT1G08040.1.Hnull	854	705	883	852
AT1G08050.1.Hnull	277	47	304	83
AT1G08060.1.Hnull	1451	890	2257	963
AT1G08065.1.Hnull	0	0	0	0
AT1G08070.1.Hnull	29	76	34	98
AT1G08080.1.Hnull	0	0	2	0
AT1G08090.1.Hnull	40	21	200	18
AT1G08100.1	0	0	0	0
AT1G08105.1	33	11	80	64
AT1G08110.4	2997	3057	3518	3882
AT1G08115.1.Hnull	36	66	83	84
AT1G08120.1.Hnull	1	27	4	31
AT1G08125.2.Hnull	383	500	540	554
AT1G08130.1.Hnull	656	1136	765	1345
AT1G08135.1.Hnull	0	0	0	0
AT1G08140.1.Hnull	6	1	4	0
AT1G08150.1.Hnull	2	0	2	0
AT1G08160.1.Hnull	127	176	90	215
AT1G08165.1.Hnull	61	52	63	43
AT1G08170.1	53	25	4	9
AT1G08180.1	239	147	168	201
AT1G08190.1.Hnull	4066	3189	3840	3507
AT1G08200.1.Hnull	10918	7465	5175	7429
AT1G08210.1.Hnull	425	304	569	324
AT1G08220.1.Hnull	123	144	185	199
AT1G08230.2	839	689	775	502
AT1G08240.1.Hnull	0	0	0	0
AT1G08250.1.Hnull	734	249	608	257
AT1G08260.1.Hnull	198	645	148	849
AT1G08270.2.Hnull	52	125	38	123
AT1G08280.1.Hnull	145	117	117	140
AT1G08290.1.Hnull	53	9	50	6
AT1G08300.1.Hnull	144	111	155	102
AT1G08310.2.Hnull	19	9	17	6
AT1G08315.1.Hnull	266	219	222	246
AT1G08320.1.Hnull	5	12	5	5
AT1G08340.1.Hnull	47	153	25	268
AT1G08350.2.Hnull	191	196	227	243
AT1G08360.1.Hnull	4247	5032	3943	4142
AT1G08370.1.Hnull	1071	640	1563	726
AT1G08380.1.Hnull	101418	137232	45630	146989
AT1G08390.1.Hnull	211	276	103	264
AT1G08400.1.Hnull	252	111	379	164
AT1G08410.1.Hnull	468	730	786	697
AT1G08420.1.Hnull	3013	1704	3791	2021
AT1G08430.1	2	0	0	0
AT1G08440.1.Hnull	1	1	0	0
AT1G08450.1.Hnull	7558	1477	8904	1812
AT1G08460.1.Hnull	992	400	1359	483
AT1G08465.1.Hnull	844	272	668	246
AT1G08470.1.Hnull	656	611	443	660
AT1G08480.1.Hnull	1370	1161	1340	1134
AT1G08490.1.Hnull	2413	1544	2417	1439
AT1G08500.1.Hnull	26	27	12	42
AT1G08510.1	6033	8718	6310	4594
AT1G08520.1.Hnull	6824	12675	5461	14476
AT1G08530.1.Hnull	506	317	380	322
AT1G08540.1.Hnull	3555	7256	3053	7698
AT1G08550.1.Hnull	2984	7104	3768	8616
AT1G08560.1.Hnull	79	262	26	362
AT1G08570.1.Hnull	7798	1357	8042	1403
AT1G08580.1.Hnull	365	1005	468	955
AT1G08590.1	165	221	98	115
AT1G08592.1.Hnull	1	3	0	6
AT1G08600.3.Hnull	1393	947	2429	1100
AT1G08610.1.Hnull	90	517	271	617
AT1G08620.1.Hnull	1515	709	2140	794
AT1G08630.1.Hnull	175	18	406	20
AT1G08640.1.Hnull	2008	2956	2443	2853
AT1G08650.1.Hnull	2152	1121	1312	1122
AT1G08660.1.Hnull	623	954	754	1018
AT1G08670.1.Hnull	0	0	0	0
AT1G08680.4.Hnull	1479	818	1625	874
AT1G08695.1.Hnull	0	0	0	0
AT1G08700.1.Hnull	939	787	829	1015
AT1G08710.2	276	313	236	394
AT1G08720.1.Hnull	1206	652	1483	645
AT1G08730.1.Hnull	47	42	47	61
AT1G08735.1	0	0	0	0
AT1G08740.1.Hnull	0	0	0	0
AT1G08750.1.Hnull	516	256	418	267
AT1G08760.1	1355	1449	837	832
AT1G08770.1	559	422	400	412
AT1G08780.1.Hnull	372	590	354	669
AT1G08790.1.Hnull	3	3	0	4
AT1G08800.1.Hnull	787	401	1209	389
AT1G08810.1.Hnull	498	370	524	400
AT1G08820.1.Hnull	1454	698	2116	748
AT1G08830.1.Hnull	7250	1814	3828	2031
AT1G08840.2.Hnull	307	389	293	417
AT1G08845.2.Hnull	90	165	147	169
AT1G08860.1.Hnull	1	0	2	1
AT1G08870.1.Hnull	0	0	0	0
AT1G08880.1	4954	2695	1187	1593
AT1G08890.1.Hnull	336	589	917	779
AT1G08900.1.Hnull	1814	668	2524	821
AT1G08910.1.Hnull	835	620	1062	765
AT1G08920.2.Hnull	691	1323	914	1507
AT1G08930.1.DE	214	174	3352	7685
AT1G08940.1.Hnull	175	120	187	152
AT1G08950.1.Hnull	0	0	0	0
AT1G08960.1.Hnull	339	280	333	295
AT1G08970.4.Hnull	1587	836	1892	857
AT1G08980.1.Hnull	1718	3043	2743	3145
AT1G08985.1.Hnull	0	2	0	0
AT1G08990.1.Hnull	0	0	1	0
AT1G09000.1.Hnull	28	66	29	68
AT1G09010.1.Hnull	2668	2591	2692	2825
AT1G09020.1	1323	2200	1968	1942
AT1G09026.1.Hnull	0	0	0	0
AT1G09030.1.Hnull	0	0	0	0
AT1G09040.1.Hnull	196	205	381	189
AT1G09050.1.Hnull	169	230	282	178
AT1G09060.3	1815	2351	2202	1877
AT1G09070.1.Hnull	8030	10237	7874	7476
AT1G09080.1.DE	64	37	440	176
AT1G09090.2.Hnull	0	0	0	0
AT1G09100.1.Hnull	663	587	1461	684
AT1G09110.1.Hnull	0	0	0	0
AT1G09130.3.Hnull	8304	6591	11751	8758
AT1G09140.1.Hnull	2294	1083	3454	1271
AT1G09150.1.Hnull	998	938	1122	907
AT1G09155.1.Hnull	0	2	0	2
AT1G09157.1.Hnull	0	4	0	3
AT1G09160.2.Hnull	785	750	453	710
AT1G09170.1.Hnull	12	38	14	43
AT1G09176.1	2	0	3	2
AT1G09180.1.Hnull	196	99	106	102
AT1G09190.1.Hnull	42	118	32	150
AT1G09195.2.Hnull	462	170	508	189
AT1G09200.1	8463	3578	570	73
AT1G09210.1.Hnull	4605	4581	4003	4949
AT1G09220.1.Hnull	27	47	36	51
AT1G09230.1.Hnull	643	498	806	366
AT1G09240.1.Hnull	489	292	440	201
AT1G09245.1.Hnull	0	0	0	0
AT1G09250.1.DE	757	620	911	710
AT1G09260.1.Hnull	0	0	0	0
AT1G09270.1.Hnull	2203	1576	2446	1647
AT1G09280.1.Hnull	623	450	603	350
AT1G09290.1.Hnull	313	254	367	273
AT1G09300.1.Hnull	161	320	245	294
AT1G09310.1.Hnull	45853	32910	33615	34394
AT1G09320.1	271	446	240	335
AT1G09330.1	2465	1495	986	1039
AT1G09340.1	14936	14105	55805	36767
AT1G09350.1.Hnull	191	855	557	977
AT1G09360.1	0	0	0	0
AT1G09370.1	0	0	0	0
AT1G09380.1.DE	514	705	0	1
AT1G09390.1	936	1266	337	181
AT1G09400.1.Hnull	10	8	13	2
AT1G09410.1	44	70	17	24
AT1G09415.1.Hnull	513	319	535	412
AT1G09420.2.Hnull	182	75	410	79
AT1G09421.1.Hnull	5	5	9	14
AT1G09430.1.Hnull	2382	1337	2658	1614
AT1G09440.1	629	558	305	136
AT1G09450.1	580	428	9	4
AT1G09460.1.Hnull	9	27	8	35
AT1G09470.1	795	467	29	20
AT1G09480.1.Hnull	92	174	358	174
AT1G09483.1.Hnull	2	3	1	0
AT1G09486.1.Hnull	84	856	82	1050
AT1G09490.1.Hnull	1505	767	1542	745
AT1G09500.1	63	41	42	27
AT1G09510.1.Hnull	2	5	0	7
AT1G09520.1.Hnull	400	406	462	330
AT1G09530.1.Hnull	441	425	355	374
AT1G09540.1.Hnull	10	0	4	4
AT1G09550.1	0	1	2	0
AT1G09560.1.Hnull	1519	421	830	466
AT1G09570.1.Hnull	2857	2157	5715	2624
AT1G09575.1.Hnull	39	136	21	156
AT1G09580.1.Hnull	136	418	98	377
AT1G09590.1.Hnull	1881	4249	1764	4861
AT1G09600.1	331	423	17	4
AT1G09610.1.Hnull	24	18	1	26
AT1G09620.1	3641	7137	3498	5897
AT1G09625.1.Hnull	0	0	0	1
AT1G09630.1	1490	783	488	348
AT1G09640.1.Hnull	4952	5509	6952	5396
AT1G09645.1	756	452	664	729
AT1G09650.1.Hnull	7	3	12	7
AT1G09660.1.Hnull	634	1129	757	1265
AT1G09665.1.Hnull	0	0	0	2
AT1G09680.1.Hnull	91	72	138	70
AT1G09690.1	21376	11519	3149	2240
AT1G09700.1.Hnull	228	289	280	322
AT1G09710.2.Hnull	235	271	424	275
AT1G09720.1.Hnull	0	1	0	1
AT1G09730.1.Hnull	1637	975	2154	933
AT1G09740.1.Hnull	437	159	559	160
AT1G09750.1.Hnull	2331	8350	905	10415
AT1G09760.1	2734	2101	1097	1111
AT1G09770.1	3190	7508	3659	5445
AT1G09780.1.Hnull	3274	6152	3968	6740
AT1G09790.1	327	233	0	0
AT1G09794.1.Hnull	95	68	64	55
AT1G09795.1.Hnull	1699	3224	2991	3384
AT1G09800.1.Hnull	53	165	76	148
AT1G09810.1.Hnull	429	262	540	238
AT1G09812.1.Hnull	16	3	10	8
AT1G09815.1	1019	611	431	449
AT1G09820.1	357	288	224	203
AT1G09830.1.Hnull	1339	1547	1587	1661
AT1G09840.1.Hnull	1592	813	1368	892
AT1G09850.1.Hnull	687	866	708	1057
AT1G09860.1.Hnull	0	44	0	40
AT1G09870.1.Hnull	965	621	862	618
AT1G09880.1	720	507	16	6
AT1G09890.1.Hnull	47	55	21	68
AT1G09900.1.Hnull	517	1063	792	1278
AT1G09910.1.Hnull	935	409	1369	420
AT1G09920.1.Hnull	1231	705	937	690
AT1G09930.1.Hnull	9	3	4	10
AT1G09932.1.Hnull	485	23	555	20
AT1G09935.1.Hnull	2	0	0	0
AT1G09940.1.Hnull	633	1803	671	1548
AT1G09950.1.Hnull	15	150	19	129
AT1G09960.1.Hnull	106	59	189	94
AT1G09970.2	994	1300	4233	6953
AT1G09980.1.Hnull	1650	735	1639	746
AT1G09995.1.Hnull	136	52	67	41
AT1G10000.1.Hnull	30	23	34	25
AT1G10010.1	26	9	0	0
AT1G10020.1.Hnull	1047	767	134	445
AT1G10030.1.Hnull	213	316	117	299
AT1G10040.1.Hnull	102	36	242	49
AT1G10050.1.Hnull	889	300	1392	289
AT1G10060.2.Hnull	630	1023	1146	1092
AT1G10070.1.Hnull	617	15	3292	21
AT1G10090.1.Hnull	1616	1368	2727	1523
AT1G10095.1.Hnull	225	441	307	362
AT1G10100.1	11	16	0	2
AT1G10110.1.Hnull	5	15	13	13
AT1G10120.1.Hnull	515	269	302	272
AT1G10130.1.Hnull	1618	1252	2055	1254
AT1G10140.1.Hnull	325	178	397	169
AT1G10150.1.Hnull	1458	976	1310	630
AT1G10155.1.Hnull	239	17	154	10
AT1G10160.1.Hnull	533	214	585	225
AT1G10170.1.Hnull	1777	1450	3033	1559
AT1G10180.1.Hnull	905	765	1105	735
AT1G10190.1.Hnull	0	1	0	0
AT1G10200.1.Hnull	1160	2486	1351	2682
AT1G10210.1.Hnull	463	237	845	255
AT1G10220.1.Hnull	0	0	2	1
AT1G10230.1.Hnull	151	217	228	227
AT1G10240.1.Hnull	264	227	408	272
AT1G10250.1.Hnull	1	8	0	13
AT1G10260.1.Hnull	4	8	0	26
AT1G10270.1.Hnull	241	515	436	671
AT1G10280.1	338	341	252	273
AT1G10290.1	1104	4413	2367	3541
AT1G10300.1.Hnull	2	232	7	237
AT1G10310.1.Hnull	701	674	854	698
AT1G10320.1.Hnull	820	478	933	611
AT1G10330.1.Hnull	74	26	93	30
AT1G10340.1.Hnull	533	116	803	95
AT1G10350.1.Hnull	706	495	655	478
AT1G10360.1	1038	1057	3180	1285
AT1G10370.1	5076	2439	3128	651
AT1G10380.1.Hnull	515	200	395	229
AT1G10385.1	285	185	0	0
AT1G10390.1.Hnull	3067	2368	4681	2726
AT1G10400.1.Hnull	0	3	2	3
AT1G10410.1.Hnull	1335	615	1424	499
AT1G10417.1.Hnull	30	34	18	31
AT1G10419.1.Hnull	0	0	0	0
AT1G10430.1.Hnull	904	641	900	610
AT1G10440.1.Hnull	0	0	0	0
AT1G10450.1.Hnull	846	836	1435	842
AT1G10455.1.Hnull	0	0	0	0
AT1G10460.1.Hnull	18	17	9	29
AT1G10470.1.Hnull	2355	2092	2965	2844
AT1G10480.1.Hnull	0	0	0	1
AT1G10490.1.Hnull	651	1017	924	974
AT1G10500.1.Hnull	3746	1399	4199	1591
AT1G10510.1.Hnull	1304	2014	1518	1878
AT1G10520.1.Hnull	28	38	52	54
AT1G10522.1.Hnull	237	1187	252	1411
AT1G10530.1.Hnull	2	13	5	12
AT1G10538.1.Hnull	0	0	0	0
AT1G10540.1.Hnull	12	6	14	4
AT1G10550.1.Hnull	25	3	1	3
AT1G10560.1.Hnull	92	395	104	326
AT1G10570.1.Hnull	840	545	757	605
AT1G10580.1.Hnull	935	1174	1666	1531
AT1G10585.1	4	2	26	14
AT1G10586.1.Hnull	5	4	0	1
AT1G10588.1.Hnull	0	0	0	0
AT1G10590.3.Hnull	1937	2051	2183	2133
AT1G10600.1.Hnull	821	434	1297	412
AT1G10610.1.Hnull	441	330	531	388
AT1G10620.1.Hnull	6	5	1	16
AT1G10630.1.Hnull	1547	2360	1210	2248
AT1G10640.1.Hnull	217	249	17	237
AT1G10650.1.Hnull	1753	285	1461	211
AT1G10652.1.Hnull	0	0	0	0
AT1G10657.1.Hnull	974	873	255	620
AT1G10660.2.Hnull	1711	487	1176	412
AT1G10670.3.Hnull	5595	5242	3686	5489
AT1G10680.1.Hnull	5	183	2	189
AT1G10682.1	1477	955	741	205
AT1G10690.1.Hnull	324	50	393	36
AT1G10700.1.Hnull	534	819	543	865
AT1G10705.1	1	0	0	0
AT1G10710.1.Hnull	3	10	10	5
AT1G10717.1.Hnull	0	0	0	0
AT1G10720.1.Hnull	931	445	1075	514
AT1G10730.1	369	372	277	378
AT1G10740.1.Hnull	1851	737	701	775
AT1G10745.1.Hnull	0	0	0	0
AT1G10747.1.Hnull	0	1	0	0
AT1G10750.1.Hnull	30	60	13	73
AT1G10760.1.Hnull	7109	37059	32477	42320
AT1G10770.1.Hnull	19	41	15	45
AT1G10780.1.Hnull	17	82	10	92
AT1G10790.1	38	25	21	11
AT1G10800.1	16	9	11	1
AT1G10810.1.Hnull	11	24	16	33
AT1G10820.2.Hnull	730	529	807	507
AT1G10830.1.Hnull	943	1306	829	1493
AT1G10840.1	5831	3769	2679	2732
AT1G10850.1.Hnull	630	521	108	556
AT1G10865.1	342	361	438	535
AT1G10870.1	1934	1585	856	714
AT1G10880.1.Hnull	0	0	0	0
AT1G10890.1.Hnull	1569	969	2247	1116
AT1G10900.1	334	463	2224	3099
AT1G10910.1.Hnull	1245	1332	1436	1578
AT1G10920.1.Hnull	901	509	1044	524
AT1G10930.1.Hnull	269	1434	367	1770
AT1G10940.2.Hnull	3310	2045	3534	2196
AT1G10950.1.Hnull	3407	3219	3905	3741
AT1G10960.1.Hnull	7928	9518	7746	10453
AT1G10970.1.Hnull	262	63	274	81
AT1G10980.1.Hnull	3	1	0	1
AT1G10990.2.Hnull	57	33	104	45
AT1G11000.1.Hnull	168	82	86	94
AT1G11010.1.Hnull	0	0	0	0
AT1G11020.1.Hnull	649	307	639	278
AT1G11030.1	0	0	0	0
AT1G11040.1.Hnull	0	0	0	0
AT1G11050.1.Hnull	918	700	2143	608
AT1G11055.1.Hnull	0	5	0	2
AT1G11060.1.Hnull	744	475	926	458
AT1G11070.1.Hnull	0	149	0	119
AT1G11080.2	264	809	20	68
AT1G11090.1.Hnull	680	341	519	327
AT1G11100.2.Hnull	21	35	24	35
AT1G11110.1.Hnull	0	32	0	26
AT1G11112.1.Hnull	3	2	3	1
AT1G11120.1.Hnull	20	16	7	19
AT1G11125.1	172	189	9	13
AT1G11130.1.Hnull	496	600	573	639
AT1G11145.1.Hnull	0	0	0	0
AT1G11150.1	194	175	282	310
AT1G11160.1	173	274	22	16
AT1G11170.1.Hnull	34	80	162	98
AT1G11175.1.Hnull	517	258	705	260
AT1G11180.2.Hnull	312	494	577	635
AT1G11185.1.Hnull	1	12	2	5
AT1G11190.1.Hnull	94	73	32	75
AT1G11200.1.Hnull	441	209	521	274
AT1G11210.1.Hnull	1508	2161	4546	2003
AT1G11220.1.Hnull	37	32	151	58
AT1G11230.2	0	0	2	2
AT1G11240.1.Hnull	357	845	458	942
AT1G11250.1.Hnull	0	1	0	1
AT1G11260.1.Hnull	3860	2448	3547	3699
AT1G11265.1.Hnull	2	5	0	1
AT1G11270.1.Hnull	78	65	175	58
AT1G11280.1.Hnull	861	637	849	649
AT1G11290.1.Hnull	164	344	175	420
AT1G11300.1	507	533	377	1172
AT1G11310.1.Hnull	6835	3595	10392	4859
AT1G11320.1.Hnull	103	138	84	179
AT1G11330.2.Hnull	3006	618	3901	637
AT1G11340.1	5	11	160	250
AT1G11350.1.Hnull	1884	1201	3529	1374
AT1G11360.1.Hnull	625	603	690	672
AT1G11362.1.Hnull	0	1	0	2
AT1G11370.1.Hnull	0	0	0	0
AT1G11380.1	365	268	240	166
AT1G11390.1	686	783	454	444
AT1G11400.1.Hnull	520	334	425	312
AT1G11410.1.Hnull	1567	1032	1865	1117
AT1G11420.1.Hnull	54	35	46	32
AT1G11430.1	3117	2845	2173	2843
AT1G11440.1.Hnull	520	531	456	639
AT1G11450.2	151	65	20	5
AT1G11460.1.Hnull	6	10	0	14
AT1G11470.1.Hnull	0	0	0	0
AT1G11475.1.Hnull	603	534	707	490
AT1G11480.1.Hnull	1870	1542	2392	1583
AT1G11482.1.Hnull	0	7	1	6
AT1G11490.1.Hnull	1	4	1	6
AT1G11500.1.Hnull	9	10	4	9
AT1G11510.1.Hnull	0	0	0	0
AT1G11520.1	6	3	4	1
AT1G11530.1	248	230	913	883
AT1G11540.1.Hnull	7	50	3	58
AT1G11545.1.Hnull	204	566	15	523
AT1G11550.1	0	0	0	0
AT1G11560.1.Hnull	4	43	0	45
AT1G11570.2.Hnull	21	17	7	16
AT1G11572.1.Hnull	5	0	1	2
AT1G11580.1.Hnull	1799	483	447	528
AT1G11590.1	5	4	4	9
AT1G11592.1	338	433	286	392
AT1G11593.1.Hnull	0	0	0	0
AT1G11595.1.Hnull	0	1	0	0
AT1G11600.1.Hnull	3	85	0	127
AT1G11608.1.Hnull	0	0	0	0
AT1G11610.2.Hnull	0	5	0	6
AT1G11620.1.Hnull	0	0	0	0
AT1G11630.1	552	363	223	252
AT1G11640.1.Hnull	0	0	0	0
AT1G11650.2.Hnull	7643	7903	10023	9853
AT1G11655.1.Hnull	0	0	0	0
AT1G11660.1.Hnull	1090	1244	1156	1320
AT1G11670.1	534	910	175	105
AT1G11680.1.Hnull	3043	2304	3047	2399
AT1G11684.1	1	0	0	1
AT1G11690.1.Hnull	3	0	4	1
AT1G11700.1.Hnull	1985	232	2947	182
AT1G11710.1.Hnull	109	66	138	69
AT1G11720.2.Hnull	4948	3013	5683	3355
AT1G11730.1.Hnull	36	30	5	28
AT1G11735.1.Hnull	10	1	2	0
AT1G11740.1.Hnull	12	36	1	42
AT1G11750.2.Hnull	3400	3721	4069	3762
AT1G11755.1.Hnull	294	266	431	221
AT1G11760.1.Hnull	202	120	197	95
AT1G11765.1.Hnull	4	0	1	0
AT1G11770.1.Hnull	0	22	3	49
AT1G11780.1.Hnull	286	278	328	217
AT1G11785.1.Hnull	41	5	77	9
AT1G11790.1.Hnull	1117	1173	446	982
AT1G11800.1.Hnull	349	247	456	207
AT1G11803.1.Hnull	1	0	0	1
AT1G11806.1.Hnull	0	16	1	16
AT1G11810.1	2	0	1	0
AT1G11820.2.Hnull	1244	889	680	984
AT1G11840.6.Hnull	8990	6105	6816	6055
AT1G11850.2	4131	3847	695	104
AT1G11860.1.Hnull	49648	52606	30687	57365
AT1G11870.2	488	754	685	669
AT1G11880.1.Hnull	256	129	247	124
AT1G11890.1.Hnull	1480	873	1129	858
AT1G11900.1.Hnull	131	84	127	85
AT1G11905.1.Hnull	462	166	354	149
AT1G11910.1.Hnull	23620	11319	32174	11173
AT1G11915.1.Hnull	13	17	14	11
AT1G11920.1.Hnull	0	0	0	0
AT1G11925.1.Hnull	0	2	0	5
AT1G11930.1	1768	2156	2102	2708
AT1G11940.1.Hnull	116	95	74	97
AT1G11950.1	769	668	133	432
AT1G11960.1.Hnull	740	387	894	479
AT1G11970.1	0	1	0	0
AT1G11980.1	10	3	0	0
AT1G11990.1.Hnull	32	52	22	52
AT1G12000.1.DE	4475	5138	941	590
AT1G12010.1.Hnull	329	416	119	411
AT1G12013.1.Hnull	3	11	0	6
AT1G12015.1	3	0	0	0
AT1G12020.1.Hnull	415	257	496	372
AT1G12030.1.Hnull	3	32	4	67
