FB1	FB2	L1	L2
AT1G07670.1	2828	4811	1924	2966
AT1G07680.1	1	0	0	0
AT1G07690.1	2	0	0	0
AT1G07700.3	1904	1216	4010	3244
AT1G07702.1	0	0	0	0
AT1G07705.2	1059	1340	879	1232
AT1G07710.1	84	75	18	31
AT1G07720.1	2421	1251	4478	3560
AT1G07725.1	30	57	33	36
AT1G07728.1	23	49	51	51
AT1G07730.2	0	2	0	0
AT1G07740.1	95	116	89	105
AT1G07745.1	294	252	238	185
AT1G07747.1	1	0	0	0
AT1G07750.1.DE	5296	4646	1607	2011
AT1G07760.1	0	0	0	0
AT1G07770.1	15601	8523	2915	1833
AT1G07780.3	523	474	111	192
AT1G07790.1	5504	2167	524	522
AT1G07795.1	237	144	0	1
AT1G07800.1	1	0	0	0
AT1G07810.1	1472	3044	1561	2325
AT1G07820.1	7590	3449	933	896
AT1G07830.1	1402	845	214	305
AT1G07840.2	746	673	488	735
AT1G07850.1	193	295	1	0
AT1G07860.1	25	13	0	1
AT1G07870.2	668	561	403	502
AT1G07880.2	300	256	44	32
AT1G07885.1	9	3	0	2
AT1G07890.3	34901	24044	16308	21247
AT1G07900.1	0	2	60	229
AT1G07901.1	30	28	27	52
AT1G07910.1	631	1065	654	1233
AT1G07920.1.Hnull	5337	7527	6909	8551
AT1G07930.1	7390	15605	6143	9332
AT1G07940.1	5498	8953	4566	6118
AT1G07950.1	853	494	387	406
AT1G07960.2	1412	946	664	620
AT1G07970.1	696	1032	371	424
AT1G07980.1	653	583	432	510
AT1G07985.1	11	6	2	0
AT1G07990.1	1429	2032	2685	4219
AT1G08000.1	541	604	287	241
AT1G08005.1	5	11	3	0
AT1G08010.1	516	1302	389	419
AT1G08030.1	1514	1152	791	872
AT1G08032.1	0	0	0	0
AT1G08035.1	7	11	3	5
AT1G08040.1	1957	1850	854	883
AT1G08050.1	116	182	277	304
AT1G08060.1	948	2046	1451	2257
AT1G08065.1	639	297	0	0
AT1G08070.1	89	58	29	34
AT1G08080.1	8	8	0	2
AT1G08090.1	0	1	40	200
AT1G08100.1	0	0	0	0
AT1G08105.1	33	11	80	64
AT1G08110.4	2997	3057	3518	3882
AT1G08115.1	53	80	36	83
AT1G08120.1	2	3	1	4
AT1G08125.2.Hnull	383	500	540	554
AT1G08130.1	1955	2068	656	765
AT1G08135.1	54	90	0	0
AT1G08140.1.Hnull	6	1	4	0
AT1G08150.1	109	338	2	2
AT1G08160.1	153	339	127	90
AT1G08165.1	46	21	61	63
AT1G08170.1	53	25	4	9
AT1G08180.1	239	147	168	201
AT1G08190.1	1838	4163	4066	3840
AT1G08200.1	13616	8422	10918	5175
AT1G08210.1	846	1139	425	569
AT1G08220.1	271	245	123	185
AT1G08230.2	839	689	775	502
AT1G08240.1	0	0	0	0
AT1G08250.1	261	480	734	608
AT1G08260.1	1195	1653	198	148
AT1G08270.2	96	98	52	38
AT1G08280.1	310	412	145	117
AT1G08290.1	106	97	53	50
AT1G08300.1	147	277	144	155
AT1G08310.2	25	34	19	17
AT1G08315.1.Hnull	266	219	222	246
AT1G08320.1	660	554	5	5
AT1G08340.1	453	331	47	25
AT1G08350.2	449	648	191	227
AT1G08360.1	20126	11004	4247	3943
AT1G08370.1	502	1716	1071	1563
AT1G08380.1	23333	23860	101418	45630
AT1G08390.1	292	179	211	103
AT1G08400.1	230	280	252	379
AT1G08410.1	945	843	468	786
AT1G08420.1	1297	2515	3013	3791
AT1G08430.1	2	0	0	0
AT1G08440.1	65	24	1	0
AT1G08450.1	1878	2034	7558	8904
AT1G08460.1	517	851	992	1359
AT1G08465.1	1071	931	844	668
AT1G08470.1	1667	1278	656	443
AT1G08480.1	3385	2322	1370	1340
AT1G08490.1	830	1093	2413	2417
AT1G08500.1	39	65	26	12
AT1G08510.1.Hnull	6310	3054	4594	3375
AT1G08520.1	2507	5440	6824	5461
AT1G08530.1	725	437	506	380
AT1G08540.1	2080	2106	3555	3053
AT1G08550.1	847	1287	2984	3768
AT1G08560.1	4490	2295	79	26
AT1G08570.1	2452	3108	7798	8042
AT1G08580.1	2147	1076	365	468
AT1G08590.1	165	221	98	115
AT1G08592.1	0	3	1	0
AT1G08600.3	1241	2811	1393	2429
AT1G08610.1	331	279	90	271
AT1G08620.1	669	1858	1515	2140
AT1G08630.1	1969	1576	175	406
AT1G08640.1	2139	1923	2008	2443
AT1G08650.1	1392	1504	2152	1312
AT1G08660.1	1715	1479	623	754
AT1G08670.1	55	14	0	0
AT1G08680.4	1000	1889	1479	1625
AT1G08695.1.Hnull	0	0	0	0
AT1G08700.1	797	1453	939	829
AT1G08710.2	276	313	236	394
AT1G08720.1	658	907	1206	1483
AT1G08730.1	959	994	47	47
AT1G08735.1	0	0	0	0
AT1G08740.1	0	0	0	0
AT1G08750.1.Hnull	516	256	418	267
AT1G08760.1	1355	1449	837	832
AT1G08770.1	559	422	400	412
AT1G08780.1	1257	590	372	354
AT1G08790.1	2	0	3	0
AT1G08800.1	566	796	787	1209
AT1G08810.1.Hnull	498	370	524	400
AT1G08820.1	2160	2015	1454	2116
AT1G08830.1	21353	13708	7250	3828
AT1G08840.2	662	658	307	293
AT1G08845.2	245	192	90	147
AT1G08860.1	262	223	1	2
AT1G08870.1	0	0	0	0
AT1G08880.1	4954	2695	1187	1593
AT1G08890.1	97	207	336	917
AT1G08900.1	199	279	1814	2524
AT1G08910.1	426	983	835	1062
AT1G08920.2.Hnull	691	1323	914	1507
AT1G08930.1.DE	214	174	3352	7685
AT1G08940.1	107	125	175	187
AT1G08950.1	0	0	0	0
AT1G08960.1	426	573	339	333
AT1G08970.4	2355	1812	1587	1892
AT1G08980.1	1354	2223	1718	2743
AT1G08985.1	0	0	0	0
AT1G08990.1	3	0	0	1
AT1G09000.1	235	223	28	29
AT1G09010.1	1977	3133	2668	2692
AT1G09020.1	1323	2200	1968	1942
AT1G09026.1	0	0	0	0
AT1G09030.1	0	0	0	0
AT1G09040.1	412	501	196	381
AT1G09050.1	413	440	169	282
AT1G09060.3	1815	2351	2202	1877
AT1G09070.1	2123	2336	8030	7874
AT1G09080.1.DE	64	37	440	176
AT1G09090.2	3	3	0	0
AT1G09100.1	1392	1032	663	1461
AT1G09110.1	0	0	0	0
AT1G09130.3	2173	3857	8304	11751
AT1G09140.1.Hnull	2294	1083	3454	1271
AT1G09150.1	1872	1591	998	1122
AT1G09155.1	103	113	0	0
AT1G09157.1	26	9	0	0
AT1G09160.2	2156	1450	785	453
AT1G09170.1	93	103	12	14
AT1G09176.1	2	0	3	2
AT1G09180.1	181	125	196	106
AT1G09190.1	109	89	42	32
AT1G09195.2	344	310	462	508
AT1G09200.1	8463	3578	570	73
AT1G09210.1	14984	18030	4605	4003
AT1G09220.1	78	44	27	36
AT1G09230.1	343	624	643	806
AT1G09240.1	57	81	489	440
AT1G09245.1	36	20	0	0
AT1G09250.1.DE	757	620	911	710
AT1G09260.1	34	20	0	0
AT1G09270.1	2457	2647	2203	2446
AT1G09280.1.Hnull	623	450	603	350
AT1G09290.1	778	473	313	367
AT1G09300.1	328	340	161	245
AT1G09310.1.Hnull	45853	32910	33615	34394
AT1G09320.1	271	446	240	335
AT1G09330.1	2465	1495	986	1039
AT1G09340.1	14936	14105	55805	36767
AT1G09350.1	21	39	191	557
AT1G09360.1	0	0	0	0
AT1G09370.1	0	0	0	0
AT1G09380.1.DE	514	705	0	1
AT1G09390.1	936	1266	337	181
AT1G09400.1	12	21	10	13
AT1G09410.1	44	70	17	24
AT1G09415.1	415	370	513	535
AT1G09420.2	455	638	182	410
AT1G09421.1	6	10	5	9
AT1G09430.1	2823	2765	2382	2658
AT1G09440.1	629	558	305	136
AT1G09450.1	580	428	9	4
AT1G09460.1	299	408	9	8
AT1G09470.1	795	467	29	20
AT1G09480.1.Hnull	92	174	358	174
AT1G09483.1	1	0	2	1
AT1G09486.1	242	143	84	82
AT1G09490.1	1399	1152	1505	1542
AT1G09500.1.Hnull	42	26	27	31
AT1G09510.1	8	13	2	0
AT1G09520.1	717	694	400	462
AT1G09530.1	366	403	441	355
AT1G09540.1	6	10	10	4
AT1G09550.1	0	1	2	0
AT1G09560.1	1093	1413	1519	830
AT1G09570.1	3086	4026	2857	5715
AT1G09575.1	383	177	39	21
AT1G09580.1	1205	699	136	98
AT1G09590.1	12233	6339	1881	1764
AT1G09600.1	331	423	17	4
AT1G09610.1.Hnull	24	18	1	26
AT1G09620.1	3641	7137	3498	5897
AT1G09625.1	1	0	0	0
AT1G09630.1	1490	783	488	348
AT1G09640.1	8833	8501	4952	6952
AT1G09645.1	756	452	664	729
AT1G09650.1	145	82	7	12
AT1G09660.1.Hnull	634	1129	757	1265
AT1G09665.1	1	0	0	0
AT1G09680.1	53	93	91	138
AT1G09690.1	21376	11519	3149	2240
AT1G09700.1	1206	824	228	280
AT1G09710.2	155	391	235	424
AT1G09720.1	68	24	0	0
AT1G09730.1	1503	2108	1637	2154
AT1G09740.1	48	58	437	559
AT1G09750.1	885	4206	2331	905
AT1G09760.1	2734	2101	1097	1111
AT1G09770.1	3190	7508	3659	5445
AT1G09780.1	3399	4672	3274	3968
AT1G09790.1	327	233	0	0
AT1G09794.1	192	128	95	64
AT1G09795.1	1729	2295	1699	2991
AT1G09800.1	261	254	53	76
AT1G09810.1	866	675	429	540
AT1G09812.1.Hnull	16	3	10	8
AT1G09815.1	1019	611	431	449
AT1G09820.1	357	288	224	203
AT1G09830.1	1606	1105	1339	1587
AT1G09840.1	1819	1551	1592	1368
AT1G09850.1	855	950	687	708
AT1G09860.1	27	34	0	0
AT1G09870.1	1791	1502	965	862
AT1G09880.1.Hnull	16	9	6	16
AT1G09890.1	85	114	47	21
AT1G09900.1	1176	789	517	792
AT1G09910.1	643	986	935	1369
AT1G09920.1	1331	827	1231	937
AT1G09930.1.Hnull	9	3	4	10
AT1G09932.1	22	6	485	555
AT1G09935.1	0	0	2	0
AT1G09940.1	722	654	633	671
AT1G09950.1	2	3	15	19
AT1G09960.1	518	544	106	189
AT1G09970.2	994	1300	4233	6953
AT1G09980.1	1959	1873	1650	1639
AT1G09995.1	291	189	136	67
AT1G10000.1	23	27	30	34
AT1G10010.1	26	9	0	0
AT1G10020.1	861	592	1047	134
AT1G10030.1	985	455	213	117
AT1G10040.1	231	120	102	242
AT1G10050.1.Hnull	889	300	1392	289
AT1G10060.2	4619	5577	630	1146
AT1G10070.1	580	952	617	3292
AT1G10090.1	655	871	1616	2727
AT1G10095.1	300	325	225	307
AT1G10100.1	11	16	0	2
AT1G10110.1	69	54	5	13
AT1G10120.1	2058	1236	515	302
AT1G10130.1	1393	2710	1618	2055
AT1G10140.1	41	73	325	397
AT1G10150.1	1217	844	1458	1310
AT1G10155.1	10	5	239	154
AT1G10160.1	136	344	533	585
AT1G10170.1	593	2239	1777	3033
AT1G10180.1	1798	1754	905	1105
AT1G10190.1	0	0	0	0
AT1G10200.1	3053	2633	1160	1351
AT1G10210.1	259	387	463	845
AT1G10220.1	8	14	0	2
AT1G10230.1	1399	731	151	228
AT1G10240.1	563	749	264	408
AT1G10250.1	2	0	1	0
AT1G10260.1	1	0	4	0
AT1G10270.1	269	883	241	436
AT1G10280.1	338	341	252	273
AT1G10290.1.Hnull	2367	2780	3541	2939
AT1G10300.1	92	102	2	7
AT1G10310.1	734	657	701	854
AT1G10320.1	613	620	820	933
AT1G10330.1	141	101	74	93
AT1G10340.1	14	34	533	803
AT1G10350.1	784	605	706	655
AT1G10360.1	1038	1057	3180	1285
AT1G10370.1	5076	2439	3128	651
AT1G10380.1	243	289	515	395
AT1G10385.1.Hnull	0	1	0	1
AT1G10390.1	1394	4555	3067	4681
AT1G10400.1	4	1	0	2
AT1G10410.1	2192	1762	1335	1424
AT1G10417.1	92	37	30	18
AT1G10419.1	0	0	0	0
AT1G10430.1	1372	879	904	900
AT1G10440.1	0	0	0	0
AT1G10450.1	1641	1734	846	1435
AT1G10455.1	5	2	0	0
AT1G10460.1	42	14	18	9
AT1G10470.1	1395	582	2355	2965
AT1G10480.1	2	0	0	0
AT1G10490.1	1137	1231	651	924
AT1G10500.1	2719	1921	3746	4199
AT1G10510.1	1361	1363	1304	1518
AT1G10520.1	117	112	28	52
AT1G10522.1	836	728	237	252
AT1G10530.1	28	48	2	5
AT1G10538.1	0	0	0	0
AT1G10540.1	507	395	12	14
AT1G10550.1	33	13	25	1
AT1G10560.1	111	244	92	104
AT1G10570.1	1151	902	840	757
AT1G10580.1	785	1743	935	1666
AT1G10585.1	4	2	26	14
AT1G10586.1	1	0	5	0
AT1G10588.1.Hnull	0	0	0	0
AT1G10590.3	4526	2776	1937	2183
AT1G10600.1	518	729	821	1297
AT1G10610.1	352	439	441	531
AT1G10620.1	19	155	6	1
AT1G10630.1	3102	2930	1547	1210
AT1G10640.1	3983	4198	217	17
AT1G10650.1	1617	938	1753	1461
AT1G10652.1	0	0	0	0
AT1G10657.1	1444	745	974	255
AT1G10660.2	1523	1373	1711	1176
AT1G10670.3	17511	12827	5595	3686
AT1G10680.1	60	90	5	2
AT1G10682.1	1477	955	741	205
AT1G10690.1.Hnull	324	50	393	36
AT1G10700.1	916	701	534	543
AT1G10705.1	1	0	0	0
AT1G10710.1	55	52	3	10
AT1G10717.1	0	0	0	0
AT1G10720.1.Hnull	931	445	1075	514
AT1G10730.1	369	372	277	378
AT1G10740.1	1933	1919	1851	701
AT1G10745.1	1	2	0	0
AT1G10747.1	54	49	0	0
AT1G10750.1	272	180	30	13
AT1G10760.1	2855	7972	7109	32477
AT1G10770.1	3814	2341	19	15
AT1G10780.1	705	430	17	10
AT1G10790.1	38	25	21	11
AT1G10800.1	16	9	11	1
AT1G10810.1.Hnull	11	24	16	33
AT1G10820.2	877	940	730	807
AT1G10830.1	624	729	943	829
AT1G10840.1	5831	3769	2679	2732
AT1G10850.1	2365	2439	630	108
AT1G10865.1.Hnull	438	191	535	210
AT1G10870.1	1934	1585	856	714
AT1G10880.1	7	2	0	0
AT1G10890.1	867	1197	1569	2247
AT1G10900.1	334	463	2224	3099
AT1G10910.1	1194	1544	1245	1436
AT1G10920.1	287	350	901	1044
AT1G10930.1	670	1152	269	367
AT1G10940.2	3511	2890	3310	3534
AT1G10950.1	4654	6964	3407	3905
AT1G10960.1	3883	6256	7928	7746
AT1G10970.1	586	426	262	274
AT1G10980.1	858	503	3	0
AT1G10990.2	14	15	57	104
AT1G11000.1	1190	1218	168	86
AT1G11010.1	0	0	0	0
AT1G11020.1	956	862	649	639
AT1G11030.1	0	0	0	0
AT1G11040.1	82	52	0	0
AT1G11050.1	234	320	918	2143
AT1G11055.1	0	0	0	0
AT1G11060.1	426	937	744	926
AT1G11070.1	6	17	0	0
AT1G11080.2	264	809	20	68
AT1G11090.1	642	417	680	519
AT1G11100.2	75	120	21	24
AT1G11110.1	40	23	0	0
AT1G11112.1	127	37	3	3
AT1G11120.1	687	571	20	7
AT1G11125.1	172	189	9	13
AT1G11130.1	766	1736	496	573
AT1G11145.1	2	0	0	0
AT1G11150.1	194	175	282	310
AT1G11160.1	173	274	22	16
AT1G11170.1.Hnull	34	80	162	98
AT1G11175.1	316	263	517	705
AT1G11180.2	200	375	312	577
AT1G11185.1	8	3	1	2
AT1G11190.1	1244	952	94	32
AT1G11200.1	993	557	441	521
AT1G11210.1	9	50	1508	4546
AT1G11220.1.Hnull	37	32	151	58
AT1G11230.2	0	0	2	2
AT1G11240.1.Hnull	357	845	458	942
AT1G11250.1	352	238	0	0
AT1G11260.1	673	2118	3860	3547
AT1G11265.1	0	0	2	0
AT1G11270.1	176	215	78	175
AT1G11280.1	2052	1597	861	849
AT1G11290.1	195	215	164	175
AT1G11300.1	507	533	377	1172
AT1G11310.1	2833	2693	6835	10392
AT1G11320.1	214	199	103	84
AT1G11330.2	1377	2152	3006	3901
AT1G11340.1	5	11	160	250
AT1G11350.1	238	510	1884	3529
AT1G11360.1	1312	1160	625	690
AT1G11362.1	8	7	0	0
AT1G11370.1.Hnull	0	0	0	0
AT1G11380.1	365	268	240	166
AT1G11390.1	686	783	454	444
AT1G11400.1	1214	948	520	425
AT1G11410.1	1110	2012	1567	1865
AT1G11420.1	247	202	54	46
AT1G11430.1.Hnull	2173	4497	2843	4969
AT1G11440.1	534	433	520	456
AT1G11450.2	151	65	20	5
AT1G11460.1	20	6	6	0
AT1G11470.1	5	2	0	0
AT1G11475.1	1870	1096	603	707
AT1G11480.1.Hnull	1870	1542	2392	1583
AT1G11482.1	3	4	0	1
AT1G11490.1	12	7	1	1
AT1G11500.1	29	15	9	4
AT1G11510.1	85	60	0	0
AT1G11520.1	6	3	4	1
AT1G11530.1	248	230	913	883
AT1G11540.1	38	52	7	3
AT1G11545.1	578	330	204	15
AT1G11550.1	0	0	0	0
AT1G11560.1	59	29	4	0
AT1G11570.2	71	48	21	7
AT1G11572.1	91	65	5	1
AT1G11580.1	1766	777	1799	447
AT1G11590.1	5	4	4	9
AT1G11592.1	338	433	286	392
AT1G11593.1	0	0	0	0
AT1G11595.1	0	0	0	0
AT1G11600.1	801	1944	3	0
AT1G11608.1	3	6	0	0
AT1G11610.2	51	21	0	0
AT1G11620.1	61	30	0	0
AT1G11630.1	552	363	223	252
AT1G11640.1.Hnull	0	0	0	0
AT1G11650.2	4509	6335	7643	10023
AT1G11655.1	0	0	0	0
AT1G11660.1	1296	1999	1090	1156
AT1G11670.1	534	910	175	105
AT1G11680.1	4893	5211	3043	3047
AT1G11684.1	1	0	0	1
AT1G11690.1	4	1	3	4
AT1G11700.1.Hnull	1985	232	2947	182
AT1G11710.1	232	182	109	138
AT1G11720.2	1530	1740	4948	5683
AT1G11730.1	262	223	36	5
AT1G11735.1.Hnull	10	1	2	0
AT1G11740.1	130	55	12	1
AT1G11750.2	3297	2586	3400	4069
AT1G11755.1	1475	1313	294	431
AT1G11760.1.Hnull	202	120	197	95
AT1G11765.1	594	521	4	1
AT1G11770.1	515	1123	0	3
AT1G11780.1	522	345	286	328
AT1G11785.1	17	28	41	77
AT1G11790.1	1288	884	1117	446
AT1G11800.1	824	569	349	456
AT1G11803.1	0	2	1	0
AT1G11806.1	0	0	0	1
AT1G11810.1	2	0	1	0
AT1G11820.2	2941	2268	1244	680
AT1G11840.6.Hnull	8990	6105	6816	6055
AT1G11850.2	4131	3847	695	104
AT1G11860.1	21776	18238	49648	30687
AT1G11870.2	488	754	685	669
AT1G11880.1	477	362	256	247
AT1G11890.1	1825	1026	1480	1129
AT1G11900.1	149	127	131	127
AT1G11905.1.Hnull	462	166	354	149
AT1G11910.1	11427	20139	23620	32174
AT1G11915.1	73	52	13	14
AT1G11920.1	97	106	0	0
AT1G11925.1	1	0	0	0
AT1G11930.1	1768	2156	2102	2708
AT1G11940.1	554	641	116	74
AT1G11950.1	769	668	133	432
AT1G11960.1	403	735	740	894
AT1G11970.1	0	1	0	0
AT1G11980.1	10	3	0	0
AT1G11990.1	201	248	32	22
AT1G12000.1.DE	4475	5138	941	590
AT1G12010.1	55	84	329	119
AT1G12013.1.Hnull	3	11	0	6
AT1G12015.1	3	0	0	0
AT1G12020.1	246	172	415	496
AT1G12030.1	10	3	3	4
AT1G12040.1	1	0	0	0
AT1G12050.1	2872	3345	2154	3701
AT1G12060.1	145	146	184	273
AT1G12064.1	0	0	0	0
AT1G12070.1	517	298	1	1
AT1G12080.2	10185	9998	157	24
AT1G12090.1	11504	9759	25107	11729
AT1G12100.1	9	10	6	2
AT1G12110.1	393	600	8276	6734
AT1G12120.1.Hnull	1800	1930	1469	1784
AT1G12130.1	0	3	7	4
AT1G12140.1	716	679	2015	2179
AT1G12150.1	269	199	40	52
AT1G12160.1	71	122	172	286
AT1G12170.1	0	0	0	0
AT1G12180.1	6	4	0	0
AT1G12190.1	0	0	0	0
AT1G12200.1	246	518	701	727
AT1G12210.1	129	127	139	394
AT1G12211.1	0	1	1	0
AT1G12220.1	116	179	871	1325
AT1G12230.2.DE	2854	4470	1515	1429
AT1G12240.1	3663	7525	6137	3441
AT1G12244.1	384	276	280	205
AT1G12250.1	1145	1226	2327	2502
AT1G12260.1	136	157	38	16
AT1G12270.1	2015	2472	1048	1610
AT1G12280.1	321	372	1199	1721
AT1G12290.1.Hnull	286	59	478	70
AT1G12294.1	9	2	15	14
AT1G12300.1	259	318	99	148
AT1G12310.1	5508	2923	1373	938
AT1G12320.1	298	251	447	288
AT1G12330.1	1571	2258	706	708
AT1G12340.1	31	11	6	3
AT1G12350.1	1230	758	1017	1048
AT1G12360.1	2775	2635	2483	2735
AT1G12370.2	682	427	207	55
AT1G12380.1.Hnull	447	197	232	243
AT1G12390.1	1141	702	619	430
AT1G12400.1	406	195	265	238
AT1G12410.1	4111	3350	5123	5216
AT1G12411.1	0	0	0	0
AT1G12420.1	1278	834	432	278
AT1G12423.1	0	0	0	0
AT1G12430.2	2725	3039	1209	1442
AT1G12440.1	4818	3243	2448	1821
AT1G12450.1	1046	653	365	217
AT1G12451.1	0	0	0	0
AT1G12460.1	1745	1258	617	174
AT1G12470.1	1856	2315	1465	1915
AT1G12480.1	79	105	395	933
AT1G12490.1	12	9	11	12
AT1G12500.1.Hnull	1415	1335	704	1891
AT1G12510.1	0	0	0	0
AT1G12520.1	942	2692	1905	1478
AT1G12530.1	668	465	390	337
AT1G12540.1	0	2	0	0
AT1G12550.1	213	310	273	390
AT1G12560.1.DE	0	0	2	0
AT1G12570.1	4265	5952	537	227
AT1G12580.1	894	949	1630	1451
AT1G12590.1	0	0	0	0
AT1G12600.1	328	168	17	17
AT1G12610.1.Hnull	1	385	3	224
AT1G12620.1	413	419	183	225
AT1G12630.1.Hnull	2	45	2	45
AT1G12640.1	2369	2549	1712	1585
AT1G12650.1	1691	915	592	707
AT1G12660.1	0	0	0	0
AT1G12663.1	0	0	0	0
AT1G12665.1	0	0	0	1
AT1G12667.1	0	0	0	0
AT1G12669.1	0	1	0	0
AT1G12670.1	12	4	0	0
AT1G12672.2	5	7	31	6
AT1G12680.1.Hnull	1098	695	1054	802
AT1G12700.1	291	200	188	205
AT1G12710.1	370	313	565	965
AT1G12720.1	0	2	0	0
AT1G12725.1	0	0	0	0
AT1G12730.1	295	415	252	449
AT1G12740.2.Hnull	0	1	1	1
AT1G12750.1	583	520	996	797
AT1G12760.1	1699	1486	2454	2697
AT1G12770.1	954	1134	1093	1301
AT1G12775.1	246	218	73	105
AT1G12780.1	4247	5304	1664	2846
AT1G12790.1	143	133	115	135
AT1G12800.1	2431	4558	6737	6227
AT1G12805.1	11	1	0	0
AT1G12810.2	909	1096	883	1317
AT1G12820.1.Hnull	3357	1524	2931	1361
AT1G12830.1	1489	838	359	449
AT1G12840.1	8812	5981	5406	5051
AT1G12845.1	629	424	162	51
AT1G12850.1	1206	1467	1444	1365
AT1G12855.1.Hnull	0	1	0	8
AT1G12860.1	2161	1447	1310	1021
AT1G12870.1	5	3	0	0
AT1G12880.1	767	651	334	487
AT1G12890.1	109	63	2	0
AT1G12900.1	42888	23006	81721	32138
AT1G12910.1.Hnull	770	513	863	541
AT1G12920.1	4329	2835	1712	2345
AT1G12930.1	1071	1127	1149	1337
AT1G12935.1	0	0	0	0
AT1G12938.1	1	0	0	0
AT1G12950.1	25	69	6	6
AT1G12960.1	40	5	2	2
AT1G12970.1	506	449	291	471
AT1G12980.1	3	0	0	0
AT1G12990.1	1302	999	1570	1426
AT1G13000.1	555	580	856	1586
AT1G13010.1	0	0	0	0
AT1G13020.1	1903	1897	1556	1754
AT1G13030.1	678	683	138	266
AT1G13040.1	79	143	42	89
AT1G13050.1	70	169	41	82
AT1G13060.2	4920	3694	2797	2810
AT1G13070.1	19	43	6	2
AT1G13080.1	741	1049	2305	1607
AT1G13090.1	1552	1820	4366	5350
AT1G13100.1.Hnull	450	484	327	576
AT1G13110.1	97	92	4242	8830
AT1G13120.1	1429	1181	604	827
AT1G13130.1	498	671	18	4
AT1G13140.1	5584	4664	31	28
AT1G13145.1	110	118	91	88
AT1G13150.1.Hnull	35	16	108	15
AT1G13160.1.Hnull	513	955	789	920
AT1G13170.2	1573	1604	690	344
AT1G13180.1	766	517	254	261
AT1G13190.1	1790	1922	1557	1978
AT1G13195.1	479	260	446	451
AT1G13200.1	2	2	1	0
AT1G13210.1.Hnull	2638	2812	9590	3805
AT1G13220.2.Hnull	798	804	1013	924
AT1G13230.1	195	67	11	12
AT1G13240.1	0	0	0	0
AT1G13245.1	258	225	2753	2405
AT1G13250.1	695	1079	595	244
AT1G13260.1	209	195	4712	4256
AT1G13270.1	1077	779	412	1367
AT1G13280.1	7899	5233	1914	1651
AT1G13290.1	55	58	0	0
AT1G13300.1	0	0	1	2
AT1G13310.1	3	0	7	0
AT1G13320.1	3466	2787	2054	2179
AT1G13330.1	278	167	14	41
AT1G13340.1	19	16	431	402
AT1G13350.2.Hnull	1681	924	1652	1059
AT1G13360.1	2536	2250	3317	4661
AT1G13370.1	45	15	5	28
AT1G13380.1	743	643	479	447
AT1G13390.1	663	682	1093	1880
AT1G13400.1	27	9	2	0
AT1G13410.1	166	86	20	29
AT1G13420.1	189	43	29	5
AT1G13430.1	3	1	96	10
AT1G13440.1	40250	34854	45846	54350
AT1G13448.1	15	11	117	51
AT1G13450.1	683	834	1011	1087
AT1G13460.1	1145	636	891	819
AT1G13470.1	33	71	3239	4089
AT1G13480.1	0	0	20	1
AT1G13485.1	0	0	0	0
AT1G13490.1	0	0	6	3
AT1G13500.1	0	0	0	0
AT1G13510.1	1	0	1	1
AT1G13520.1	0	1	9	3
AT1G13530.1	0	0	12	13
AT1G13540.1	5	6	14	14
AT1G13550.1	2	2	24	38
AT1G13560.1.Hnull	3215	1931	2568	1913
AT1G13570.1	758	961	391	353
AT1G13580.2	1175	539	284	165
AT1G13590.1	0	0	0	0
AT1G13600.1	87	33	8	0
AT1G13605.1	0	0	0	0
AT1G13607.1	0	0	0	0
AT1G13608.1	0	0	0	0
AT1G13609.1	0	0	0	7
AT1G13610.1	3	1	0	0
AT1G13620.1	0	0	0	0
AT1G13630.1.Hnull	37	71	97	44
AT1G13635.1	168	99	13	2
AT1G13640.1	1408	1726	1477	1761
AT1G13650.2	225	95	553	73
AT1G13660.1	1	2	0	2
AT1G13670.1	33	24	29	1
AT1G13680.1	50	28	0	0
AT1G13690.1	1378	922	502	612
AT1G13700.1	327	510	89	14
AT1G13710.1	660	1002	1	3
AT1G13720.1	0	0	0	0
AT1G13730.1	1903	1268	797	809
AT1G13740.1	654	654	230	240
AT1G13750.1	230	310	859	684
AT1G13755.1	0	0	0	0
AT1G13760.1	1	2	0	0
AT1G13770.1	953	686	533	655
AT1G13780.1	415	305	248	256
AT1G13790.1.Hnull	53	238	36	291
AT1G13800.1	79	107	7	21
AT1G13810.1	288	200	111	191
AT1G13820.1	811	731	1485	1192
AT1G13830.1	59	46	36	102
AT1G13840.1	0	0	0	0
AT1G13850.1	0	0	0	0
AT1G13860.4	1467	903	679	604
AT1G13870.1	741	440	528	468
AT1G13880.1	1190	1022	935	1151
AT1G13890.1	323	241	0	0
AT1G13900.1	1875	1908	1035	1108
AT1G13910.1	545	469	343	337
AT1G13920.1	121	204	139	139
AT1G13930.1	9434	18547	20706	34288
AT1G13940.1	657	1047	943	1348
AT1G13950.1	340	244	302	456
AT1G13960.1	387	382	1256	1343
AT1G13970.1	2436	1957	104	124
AT1G13980.1	2573	3657	1840	2180
AT1G13990.3	448	891	1606	4023
AT1G14000.1	2005	1901	2658	2427
AT1G14010.1	1716	1222	461	480
AT1G14020.1	1189	796	473	359
AT1G14030.1	1022	1206	1387	1498
AT1G14040.1	896	654	35	42
AT1G14048.1.Hnull	0	0	0	1
AT1G14060.1	735	446	103	167
AT1G14070.1	319	261	188	236
AT1G14071.1	8	7	5	5
AT1G14080.1	4	8	3	22
AT1G14090.1	261	304	111	217
